"NOM du produit";"Gencod EAN Article";"Gencod EAN Colis";"Gencod EAN Palette";"Code Article Arcadia";PCB;"Listes des ingrédients";"Listes des allergènes";"Origines matières premières";DLC;"Code Douane";"Conseils de réchauffage";"Energie (kcal)";"Energie (kJ)";"Matières grasses (g)";"Acides gras saturés (g)";"Glucides (g)";"Sucres (g)";"Protéines (g)";"Sel (g)"
"MINI PLAT MEF TRFST 6X45G";3366760018264;13366760018261;23366760018268;51114;6;"Farce 55.6% : Ecrevisse 23%, colin lieu, oignon, courgette, huile de tournessol, Vermouth (vin, sucre, extrait d\'herbes aromatiques, conservateur : disulfite de potassium), protéine et amidon de blé (sulfites), jus de citron, fécule de manioc, persil, ail, arôme, sel, gingembre. Galette 27.7%: Eau, farine de blé, huile de tournesol, blanc d\'oeu, sel, émulsifiant: lécithine de colza. Enrobage 16.7% : Eau, chapelure (farine de blé, levure, épices (paprika, curcuma), sel), fécule de manioc, graines de sésame 6.7%.";"Oeuf, lait, poisson, mollusque, crustacé, gluten, sulfites,";"Origines matières premières animales : 
OEUF => CEE des 15
NOIX DE ST JACQUES => Amérique du nord / Argentine
ECREVISSES => Chine
CANARD => France
COLIN LIEU => Islande - Féroé - Lettonie";17;;"Au four traditionnel
Préchauffez votre four 10 minutes à 200°C (th.7). Sortez le plateau spécial four de la barquette noire et enfournez-le pendant 10 mn à 200°C";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"MINI PLAT MEF TRFST 6X45G";3366760018264;13366760018261;23366760018268;51114;6;"Farce 55.6% : Viande de canard 31.7%, oignons, foie gras de canard 22.5% (foie gras de canard gras, eau, armagnac, sel, sucre, poivre, antioxydant : E301, conservateur : E250), protéine et amidon de blé (sulfites), graisse de canard, persil, cognac (cognac, préparation aromatisante naturelle, colorant : E150a), ail, sel, arôme. Galette 27.7%: eau, farine de blé, huile de tournesol, blanc d\'oeuf, sel, émulsifiant: lécithine de colza. Enrobage 16.7%: Eau, chapelure (farine de blé, levure, sel, colorants : paprika et curcumine, flocon de riz, persil), fécule de manioc.";"Oeuf, lait, poisson, mollusque, crustacé, gluten, sulfites,";"Origines matières premières animales : 
OEUF => CEE des 15
NOIX DE ST JACQUES => Amérique du nord / Argentine
ECREVISSES => Chine
CANARD => France
COLIN LIEU => Islande - Féroé - Lettonie";17;;"Au four traditionnel
Préchauffez votre four 10 minutes à 200°C (th.7). Sortez le plateau spécial four de la barquette noire et enfournez-le pendant 10 mn à 200°C";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"CASS RIS VEAU TRFST 6X120G";3366760017519;13366760017516;23366760017513;51118;6;"Ingrédients : Ris de veau assaisonné cuit 41% (ris de veau, sel, protéine de LAIT, LACTOSE), CRÈME fraîche, eau, champignons 12% (champignons de Paris, eau, sel, acidifiants : acide citrique, acide ascorbique), échalote, vin blanc, Madère modifié, arôme naturel (contient LACTOSE), farine de BLÉ, jus de citron, gélatine de porc, amidon transformé, sucre, épaississant : gomme xanthane. ";"Lait, blé.";"Ris de veau : UE";11;1605909000;"Four traditionnel (mode de réchauffage recommandé) : sortir la cassolette de son emballage et réchauffer au four traditionnel 10 minutes à 180°C.

Micro-ondes : Soulever l'opercule de la coupelle sur 2cm et réchauffer 1 minutes 10 à 850W. 
";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"CASS ESCARGOT TRFST 6X120G";3366760018424;13366760018421;23366760018428;51126;6;"Ingrédients : chair d’ESCARGOTS (contient MOLLUSQUE) 25% [chair d’ESCARGOT, sel, épices et plantes aromatiques ; contient CÉLERI], champignons de Paris 25% (champignons de Paris, eau, sel, acidifiant : acide citrique, antioxydant : acide ascorbique), eau, CRÈME fraîche, vin blanc, persil, pulpe d’ail, BEURRE, arôme naturel (contient LACTOSE), farine de BLÉ, sucre, gélatine de porc, sel, épaississant : gomme xanthane, poivre.";"Mollusque, céleri, lait, blé.";"Escargots : UE";11;1605540000;"Four traditionnel (mode de réchauffage recommandé) : sortir la cassolette de son emballage et réchauffer au four traditionnel 10 minutes à 180°C.

Micro-ondes : soulever l'opercule de la coupelle sur 2 cm et réchauffer 1 minutes 10 à 850W.
";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"PLT CURRY LEG RIZ CANTO AUC.FR TRAUC 1X2.5KG";3366760018561;13366760018568;23366760018565;51132;1;"Riz 59%, omelette 9% (œufs entier, blanc d’œuf, sel, huile végétale, épaississant : gomme xanthane et farine de graine de guar, acidifiant : acide citrique, correcteur d’acidité : citrate de sodium), oignon émincé frit (oignon, huile d’olive, sel, acidifiant : acide citrique), petit pois 8%, jambon cuit supérieur 7% (jambon de porc, sel, dextrose, sirop de glucose, arômes naturels, conservateurs : erythorbate de sodium et nitrite de sodium), huile de tournesol, champignon noir 3%, sucre, sel, pulpe d’ail, arôme, poivre, colorant : bêta carotène.";"Contient : lait, soja, blé, sésame, moutarde, œuf, céleri, sulfites.";"Aiguillettes de poulet : origine France.
Jambon : origine Union Européenne.
Riz : Origine Thaïlande.";10;;"Poulet au curry et garniture
Réchauffage d'une portion au four à micro-ondes : réchauffez 3 à 4 minutes selon la puissance du four.  

Riz cantonais
Micro-ondes : 2 minutes sur puissance maximale en recouvrant la préparation.
Poêle : faire revenir le riz à feu doux dans un peu d'huile pendant 10 minutes environ en remuant de temps en temps.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"PLT CURRY LEG RIZ CANTO AUC.FR TRAUC 1X2.5KG";3366760018561;13366760018568;23366760018565;51132;1;"Aiguillettes de poulet 50%, sauce : eau, arôme (lait, blé, céleri), huile de tournesol, épices pour curry 1% (curcuma, coriandre, moutarde, fenugrec, cumin, piment fort, contient sulfites), vinaigre de Xéres, amidon transformé de pommes de terre, sucre, pulpe d’ail, sel, colorants : extrait de paprika et curcumine, épaississant : gomme xanthane.";"Contient : lait, soja, blé, sésame, moutarde, œuf, céleri, sulfites.";"Aiguillettes de poulet : origine France.
Jambon : origine Union Européenne.
Riz : Origine Thaïlande.";10;;"Poulet au curry et garniture
Réchauffage d'une portion au four à micro-ondes : réchauffez 3 à 4 minutes selon la puissance du four.  

Riz cantonais
Micro-ondes : 2 minutes sur puissance maximale en recouvrant la préparation.
Poêle : faire revenir le riz à feu doux dans un peu d'huile pendant 10 minutes environ en remuant de temps en temps.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"PLT CURRY LEG RIZ CANTO AUC.FR TRAUC 1X2.5KG";3366760018561;13366760018568;23366760018565;51132;1;"Carottes, brocolis, champignons noirs, huile de tournesol, sel, poivre.";"Contient : lait, soja, blé, sésame, moutarde, œuf, céleri, sulfites.";"Aiguillettes de poulet : origine France.
Jambon : origine Union Européenne.
Riz : Origine Thaïlande.";10;;"Poulet au curry et garniture
Réchauffage d'une portion au four à micro-ondes : réchauffez 3 à 4 minutes selon la puissance du four.  

Riz cantonais
Micro-ondes : 2 minutes sur puissance maximale en recouvrant la préparation.
Poêle : faire revenir le riz à feu doux dans un peu d'huile pendant 10 minutes environ en remuant de temps en temps.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"PORC CARAMEL RIZ TRAUC 1X2.5KG";3366760018578;13366760018575;23366760018572;51133;1;"Porc au caramel 900g : Viande  de porc assaisonnée 44% (viande de porc, eau, amidon, dextrose de blé, sel, épaississant : carraghenane, arôme naturel), sauce (eau, arômes naturels (colorant : caramel ordinaire), caramel 3% (sucre, sirop de glucose-fructose, eau), sauce soja (graines de soja, sel, eau, farine de blé),  gingembre, sel, coriandre, colorant : caramel ordinaire, sucre, épaississant :  gomme xanthane,  cannelle, paprika, huile de sésame grillée, poivre.";"Contient : soja, blé, sésame, œuf.";"Viande porc : origine France.
Jambon : origine Union Européenne.
Riz : origine Thaïlande.";10;;"Porc au caramel et garniture
Micro-ondes : réchauffer 3 à 4 minutes selon la puissance du four.

Riz cantonais
Micro-ondes : 2 minutes sur puissance maximale en recouvrant la préparation.
Poêle : faire revenir le riz à feu doux dans un peu d'huile pendant 10 minutes environ en remuant de temps en temps.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"PORC CARAMEL RIZ TRAUC 1X2.5KG";3366760018578;13366760018575;23366760018572;51133;1;"Oignon préfrit (dont huile de tournesol), pousse de bambou, mini épis de maïs, champignon noir, ananas, oignon, sel.";"Contient : soja, blé, sésame, œuf.";"Viande porc : origine France.
Jambon : origine Union Européenne.
Riz : origine Thaïlande.";10;;"Porc au caramel et garniture
Micro-ondes : réchauffer 3 à 4 minutes selon la puissance du four.

Riz cantonais
Micro-ondes : 2 minutes sur puissance maximale en recouvrant la préparation.
Poêle : faire revenir le riz à feu doux dans un peu d'huile pendant 10 minutes environ en remuant de temps en temps.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"PORC CARAMEL RIZ TRAUC 1X2.5KG";3366760018578;13366760018575;23366760018572;51133;1;"Riz 59%, omelette 9%(œufs entier, blanc d’œuf, sel, huile végétale, épaississant : gomme xanthane et farine de graine de guar, acidifiant : acide citrique, correcteur d’acidité : citrate de sodium), oignon émincé frit (oignon, huile d’olive, sel, acidifiant : acide citrique), petit pois 8%, jambon cuit supérieur 7% (jambon de porc, sel, dextrose, sirop de glucose, arômes naturels, conservateurs : erythorbate de sodium et nitrite de sodium), huile de tournesol, champignon noir 3%, sucre, sel, pulpe d’ail, arôme, poivre, colorant : bêta carotène.";"Contient : soja, blé, sésame, œuf.";"Viande porc : origine France.
Jambon : origine Union Européenne.
Riz : origine Thaïlande.";10;;"Porc au caramel et garniture
Micro-ondes : réchauffer 3 à 4 minutes selon la puissance du four.

Riz cantonais
Micro-ondes : 2 minutes sur puissance maximale en recouvrant la préparation.
Poêle : faire revenir le riz à feu doux dans un peu d'huile pendant 10 minutes environ en remuant de temps en temps.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"PLAT MEF FROMAGE AUC.FR 1X480G";3366760018608;13366760018605;23366760018602;51136;1;"Farce (52%) : Fromage de chèvre (lait pasteurisé de chèvre, sel, ferments lactiques et fongiques, coagulant)(42%), coulis de tomate (tomates, huile de tournesol, oignons, sucre, sel, basilic), courgettes, échalotes, protéine de blé, basilic (2%), fécule de manioc, pulpe d'ail, sel, poivre. Galette (48%): eau, farine de blé, blanc d'oeuf, huile de tournesol, sel, émulsifiant : E322";"Lait, oeuf, gluten, fruit à coque";"FROMAGE DE CHEVRE => France
OEUF => France - LAIT => France
BLEU FONDU => Chili / Europe / Philippines
CREME => France
CHEDDAR => Europe
FROMAGE RAPE MIXTE GRANELLA => Italie
FROMAGE DE BREBIS => France";10;;;0;0;0.0;0.0;0.0;0.0;0.0;0.00
"PLAT MEF FROMAGE AUC.FR 1X480G";3366760018608;13366760018605;23366760018602;51136;1;;"Lait, oeuf, gluten, fruit à coque";"FROMAGE DE CHEVRE => France
OEUF => France - LAIT => France
BLEU FONDU => Chili / Europe / Philippines
CREME => France
CHEDDAR => Europe
FROMAGE RAPE MIXTE GRANELLA => Italie
FROMAGE DE BREBIS => France";10;;;0;0;0.0;0.0;0.0;0.0;0.0;0.00
"PLAT MEF FROMAGE AUC.FR 1X480G";3366760018608;13366760018605;23366760018602;51136;1;"Farce (48%) : bleu fondu (bleu, fromages, beurre, protéines de lait, amidon transformé, antioxydants : E331, émulsifiants et stabilisants : E452, E407)(38%), courgette, échalotes, crème liquide stérilisée (stabilisant : carraghénanes), cerneaux de noix (10%), protéine et amidon de blé, oeuf, fécule de manioc, sel, poivre. Galette (36%) : eau, farine de blé, blanc d'oeuf, huile de tournesol, sel, émulsifiant : E322. Enrobage (16%) : noix (11%), chapelure (farine de blé, sel), lait demi écrémé, blanc d'oeuf. Huile de tournesol (8.3%)
";"Lait, oeuf, gluten, fruit à coque";"FROMAGE DE CHEVRE => France
OEUF => France - LAIT => France
BLEU FONDU => Chili / Europe / Philippines
CREME => France
CHEDDAR => Europe
FROMAGE RAPE MIXTE GRANELLA => Italie
FROMAGE DE BREBIS => France";10;;;0;0;0.0;0.0;0.0;0.0;0.0;0.00
"PLAT MEF FROMAGE AUC.FR 1X480G";3366760018608;13366760018605;23366760018602;51136;1;"Farce (60%) : Fromage cheddar (30%)(fromage cheddar, eau, émulsifiant : E331, E339, arôme naturel, sel, beurre, conservateur : E200, colorants : E160a, E160c), échalotes, lait demi-écrémé, chou fleux, maïs doux, oeuf, fécule de manioc, protéine de blé, sel, cumin (0.15%), poivre. Galette(40%) : eau, farine de blé, blanc d'oeuf, huile de tournesol, sel, émulsifiant : E322, cumin";"Lait, oeuf, gluten, fruit à coque";"FROMAGE DE CHEVRE => France
OEUF => France - LAIT => France
BLEU FONDU => Chili / Europe / Philippines
CREME => France
CHEDDAR => Europe
FROMAGE RAPE MIXTE GRANELLA => Italie
FROMAGE DE BREBIS => France";10;;;0;0;0.0;0.0;0.0;0.0;0.0;0.00
"PLAT MEF FROMAGE AUC.FR 1X480G";3366760018608;13366760018605;23366760018602;51136;1;"Farce (48%) : fromage de brebis (40%)(lait de brebis, sel), échalotes, aubergines préfrites (dont huile de tournesol), olives noires et vertes (21%), protéine et amidon de blé, poivron rouge, huile d'olive, sel, poivre. Galette (28%): eau, farine de blé, blanc d'oeuf, huile de tournesol, sel, émusifiant : E322. Enrobage (24%) : Fromage râpé (fromage à pâte dure, grana padano, parmigiano reggiano), chapelure (farine de blé, sel), lait demi-écrémé, blanc d'oeuf.";"Lait, oeuf, gluten, fruit à coque";"FROMAGE DE CHEVRE => France
OEUF => France - LAIT => France
BLEU FONDU => Chili / Europe / Philippines
CREME => France
CHEDDAR => Europe
FROMAGE RAPE MIXTE GRANELLA => Italie
FROMAGE DE BREBIS => France";10;;;0;0;0.0;0.0;0.0;0.0;0.0;0.00
"PLAT MEF CLASSIQUEX2 TRAUC 1X480G";3366760018615;13366760018612;23366760018619;51137;1;"Farce 45%: Lotte 46%, chorizo 21% (viande et gras de porc, sel, épices et extraits d\'épices, piment, vin blanc, dextrose, ferments, antioxygène: E301, conservateur: E 250), oignons préfrits (huile de tournesol), protéine et amidon de blé, huile d\'olive, fécule de manioc, persil, fumet de poisson ( sel, dextrose de blé, maltodextrine de blé et pomme de terre, poisson, crevette, oignon), ail, sel, poivre. Galette 28%: eau, farine de blé, huile de tournesol, blanc d\'oeuf poudre, sel, émulsifiant: lécithine de colza. Enrobage 27%: eau, fécule de manioc , chapelure ( farine de blé, levure, épices ,dextrose, sel) 
";"blé, lait, oeuf, crustacé, poisson, sulfites.";"CANARD => France
OEUF => France
LAIT => France
COLIN => Atlantique nord Est
Lotte:USA
Chorizo: France
NOIX ST JACQUES => Etats Unis / Uruguay
SAUMON => Chili
CREME => France";10;;"Préchauffer votre four à 180°C pdt 10 minutes env.
Laisser les produits dans le plateau four et faire réchauffer pendant 12-15 minutes environ jusqu'à obtenir des produits croustillants.
Déguster les produits.

NE PAS UTILISER LE FOUR MICRO-ONDES";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"PLAT MEF CLASSIQUEX2 TRAUC 1X480G";3366760018615;13366760018612;23366760018619;51137;1;;"blé, lait, oeuf, crustacé, poisson, sulfites.";"CANARD => France
OEUF => France
LAIT => France
COLIN => Atlantique nord Est
Lotte:USA
Chorizo: France
NOIX ST JACQUES => Etats Unis / Uruguay
SAUMON => Chili
CREME => France";10;;"Préchauffer votre four à 180°C pdt 10 minutes env.
Laisser les produits dans le plateau four et faire réchauffer pendant 12-15 minutes environ jusqu'à obtenir des produits croustillants.
Déguster les produits.

NE PAS UTILISER LE FOUR MICRO-ONDES";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"PLAT MEF CLASSIQUEX2 TRAUC 1X480G";3366760018615;13366760018612;23366760018619;51137;1;"Farce 55% : Noix de St Jacques 45.2%, échalotte, épinard 13.9%, protéine et amidon de blé, crème (stabilisant E407), fécule de manioc, sel, arôme naturel, ail, sucre, poivre, piment. Galette 28.5 % : eau, farine de blé, huile de tournesol, blanc d\'œuf poudre, sel, émulsifiant : lécithine de colza. Enrobage 16.5% : eau, chapelure (farine de blé, levure sel), graines de pavot 16.7%, fécule de manioc.";"blé, lait, oeuf, crustacé, poisson, sulfites.";"CANARD => France
OEUF => France
LAIT => France
COLIN => Atlantique nord Est
Lotte:USA
Chorizo: France
NOIX ST JACQUES => Etats Unis / Uruguay
SAUMON => Chili
CREME => France";10;;"Préchauffer votre four à 180°C pdt 10 minutes env.
Laisser les produits dans le plateau four et faire réchauffer pendant 12-15 minutes environ jusqu'à obtenir des produits croustillants.
Déguster les produits.

NE PAS UTILISER LE FOUR MICRO-ONDES";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"PLAT MEF CLASSIQUEX2 TRAUC 1X480G";3366760018615;13366760018612;23366760018619;51137;1;"Farce 55% : viande de canard 31.7%, oignons, foie gras de canard 22.5% (foie gras de canard gras, eau, armagnac, sel, sucre, poivre, antioxydants : E301, conservateur  E250), protéine et amidon de blé (sulfites), graisse de canard, persil, cognac (cognac, préparation aromatisante naturel, colorant : E150a), ail, sel, arôme. Galette 28.5% : eau, farine de blé, huile de tournesol, blanc d\'œuf poudre, sel, émulsifiant : lécithine de colza. Enrobage 16.5% : chapelure (farine de blé, levure sel), eau, fécule de manioc.";"blé, lait, oeuf, crustacé, poisson, sulfites.";"CANARD => France
OEUF => France
LAIT => France
COLIN => Atlantique nord Est
Lotte:USA
Chorizo: France
NOIX ST JACQUES => Etats Unis / Uruguay
SAUMON => Chili
CREME => France";10;;"Préchauffer votre four à 180°C pdt 10 minutes env.
Laisser les produits dans le plateau four et faire réchauffer pendant 12-15 minutes environ jusqu'à obtenir des produits croustillants.
Déguster les produits.

NE PAS UTILISER LE FOUR MICRO-ONDES";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"PLAT MEF CLASSIQUEX2 TRAUC 1X480G";3366760018615;13366760018612;23366760018619;51137;1;"chair de saumon 47%, crème stérilisée (émulsifiant: E407), échalote,  purée de pomme de terre ( pomme de terre, émulsifiant: E471), jus de citron, oeuf, poudre à lever: E450, E500ii,  protéine et amidon de blé (sulfites),  aneth (1.6%), sel, arôme, poivre blanc, piment.";"blé, lait, oeuf, crustacé, poisson, sulfites.";"CANARD => France
OEUF => France
LAIT => France
COLIN => Atlantique nord Est
Lotte:USA
Chorizo: France
NOIX ST JACQUES => Etats Unis / Uruguay
SAUMON => Chili
CREME => France";10;;"Préchauffer votre four à 180°C pdt 10 minutes env.
Laisser les produits dans le plateau four et faire réchauffer pendant 12-15 minutes environ jusqu'à obtenir des produits croustillants.
Déguster les produits.

NE PAS UTILISER LE FOUR MICRO-ONDES";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"COLIS APERITIF ASIA AUC.FR TRAUC 1X710G";3366760018547;13366760018544;23366760018541;51138;1;"Farce 60% : viande de porc 24.5%, vermicelles de pois réhydratés, oignons, carottes 10%, germes de haricot mungo 7%, protéine et amidon de blé (sulfite), gras de porc, champignon noir (auricularia auricula judae) 2%, sel, menthe 1%, arôme poivre. Galette 40% : eau, farine de riz, huile de tournesol, sel.";"Crustacé - Gluten - Oeuf - Moutarde - Lait - Orge - Poisson";"Crevette => Indonésie / Indes / Yémen
Oeuf => Europe
Porc => France
Poulet => France
Dinde => France
Crème => Europe
Poisson => Thaïlande";10;;;0;0;0.0;0.0;0.0;0.0;0.0;0.00
"COLIS APERITIF ASIA AUC.FR TRAUC 1X710G";3366760018547;13366760018544;23366760018541;51138;1;;"Crustacé - Gluten - Oeuf - Moutarde - Lait - Orge - Poisson";"Crevette => Indonésie / Indes / Yémen
Oeuf => Europe
Porc => France
Poulet => France
Dinde => France
Crème => Europe
Poisson => Thaïlande";10;;;0;0;0.0;0.0;0.0;0.0;0.0;0.00
"COLIS APERITIF ASIA AUC.FR TRAUC 1X710G";3366760018547;13366760018544;23366760018541;51138;1;"Farce 60% : oignon, viande de poulet 20%, viande de dinde, crème (stabilisant : E407), carotte, huile de tournesol, épices et aromates (curry 1.1% (dont moutarde), ciboulette, ail, curcuma 0.2%), protéines et amidon de blé (suflites), chapelure (farine de blé, sel), sel. Galette 40% : eau, farine de blé, huile de tournesol, blanc d'oeuf, sel, curcuma, émulsifiant : lécithine de colza.";"Crustacé - Gluten - Oeuf - Moutarde - Lait - Orge - Poisson";"Crevette => Indonésie / Indes / Yémen
Oeuf => Europe
Porc => France
Poulet => France
Dinde => France
Crème => Europe
Poisson => Thaïlande";10;;;0;0;0.0;0.0;0.0;0.0;0.0;0.00
"COLIS APERITIF ASIA AUC.FR TRAUC 1X710G";3366760018547;13366760018544;23366760018541;51138;1;"Queue de crevette 40%, préparation pâte à beignet (fécule de pomme de terre, farine de blé, amidon de blé ,amidon modifié de pomme de terre, sel, poudres levantes : E450i, E500ii, épaississants : E407, E412, E415, curcuma), eau, oeuf, sucre, huile de tournesol, curry 5% (dont moutarde), chapelure (farine de blé, épices (parika, curcuma), sel), flocons de pomme de terre (émulsifiant : E471), fibres et amidon de pomme de terre, (stabilisants : E223), huile de tournesol.";"Crustacé - Gluten - Oeuf - Moutarde - Lait - Orge - Poisson";"Crevette => Indonésie / Indes / Yémen
Oeuf => Europe
Porc => France
Poulet => France
Dinde => France
Crème => Europe
Poisson => Thaïlande";10;;;0;0;0.0;0.0;0.0;0.0;0.0;0.00
"COLIS APERITIF ASIA AUC.FR TRAUC 1X710G";3366760018547;13366760018544;23366760018541;51138;1;"eau, sucres, vinaigre, ananas, amidon modifié de maïs, poivron, sel, huile de tournesol, acidifiant : acide citrique, épices (curry (moutarde), gingembre), stabilisants : gomme guar, gomme xanthane.";"Crustacé - Gluten - Oeuf - Moutarde - Lait - Orge - Poisson";"Crevette => Indonésie / Indes / Yémen
Oeuf => Europe
Porc => France
Poulet => France
Dinde => France
Crème => Europe
Poisson => Thaïlande";10;;;0;0;0.0;0.0;0.0;0.0;0.0;0.00
"COLIS APERITIF ASIA AUC.FR TRAUC 1X710G";3366760018547;13366760018544;23366760018541;51138;1;"Eau, sucre, nuoc mam 14% (poisson, sel), vinaigre (orge), sel.";"Crustacé - Gluten - Oeuf - Moutarde - Lait - Orge - Poisson";"Crevette => Indonésie / Indes / Yémen
Oeuf => Europe
Porc => France
Poulet => France
Dinde => France
Crème => Europe
Poisson => Thaïlande";10;;;0;0;0.0;0.0;0.0;0.0;0.0;0.00
"COLIS APERITIF MAROC AUC.FR TRAUC 1X600G";3366760018554;13366760018551;;51139;1;"Farce : viande de poulet (33%), oignon, margarine (huile et graisse végétale de palme et colza, eau, émulsifiant : E471, acidifiant : E330, colorant : E160a), amandes, eau, raisins secs, sucre, sel, coriandre, cannelle, gingembre, piment, curcuma. Galette : eau, farine de blé, blanc d\'oeuf, huile de tournesol, sel, émulsifiant : lécithine de colza. ";"Lait, Gluten, Oeuf, Fruits à coque";"Lait de brebis : France
Oeuf : France
Poulet : France";10;;;0;0;0.0;0.0;0.0;0.0;0.0;0.00
"COLIS APERITIF MAROC AUC.FR TRAUC 1X600G";3366760018554;13366760018551;;51139;1;;"Lait, Gluten, Oeuf, Fruits à coque";"Lait de brebis : France
Oeuf : France
Poulet : France";10;;;0;0;0.0;0.0;0.0;0.0;0.0;0.00
"COLIS APERITIF MAROC AUC.FR TRAUC 1X600G";3366760018554;13366760018551;;51139;1;"Farce 60% : Ricotta de brebis 30%, fromage de brebis 30%, eau, fécule de manioc, menthe 3.8%, fibre de blé, huile d’olive vierge extra, blanc d’œuf en poudre, sel, arôme, poivre.
Galette 40% : Eau, farine de blé, blanc d\'œuf, huile de tournesol, sel, émulsifiant : lécithine de colza.";"Lait, Gluten, Oeuf, Fruits à coque";"Lait de brebis : France
Oeuf : France
Poulet : France";10;;;0;0;0.0;0.0;0.0;0.0;0.0;0.00
"YAKITORIS NOUILLES LSTDA 4X300G";3366760017915;13366760017912;23366760017919;51140;4;;"Contient : soja, blé, sésame.";"Poulet : origine France";13;;"Au four micro-ondes : Percez les sachets de quelques trous. Réchauffez 3 à 4 min. (pour une puissance de  750 W).

Au bain-marie : Placer les sachets 10 minutes dans une casserole d'eau frémissante.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"YAKITORIS NOUILLES LSTDA 4X300G";3366760017915;13366760017912;23366760017919;51140;4;"Nouilles de riz au sésame 150g : nouilles de riz 92% (farine de riz, eau), huile de tournesol, graines de sésame 1%, champignon noir, sel, poivre.

";"Contient : soja, blé, sésame.";"Poulet : origine France";13;;"Au four micro-ondes : Percez les sachets de quelques trous. Réchauffez 3 à 4 min. (pour une puissance de  750 W).

Au bain-marie : Placer les sachets 10 minutes dans une casserole d'eau frémissante.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"YAKITORIS NOUILLES LSTDA 4X300G";3366760017915;13366760017912;23366760017919;51140;4;"Yakitori (brochettes de poulet) sauce soja 150g  : viande de poulet 66%, eau, sauce soja 6% (eau, graine de soja, sel, farine de blé), sucre, colorant : caramel ordinaire, amidon, épaississant : gomme xanthane, épices, poivre.
";"Contient : soja, blé, sésame.";"Poulet : origine France";13;;"Au four micro-ondes : Percez les sachets de quelques trous. Réchauffez 3 à 4 min. (pour une puissance de  750 W).

Au bain-marie : Placer les sachets 10 minutes dans une casserole d'eau frémissante.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"N PORC 75G TRFE 4X320G";3366760018431;13366760018438;23366760018435;51285;4;"galette de riz 40%: farine de riz 44%, eau, huile de tournesol, sel, farce 60%: oignons, viande de porc 21.5%, vermicelles (amidon de pois), carotte, germes de haricot mungo, protéines et amidon de blé (sulfites), gras de porc 3.5%, champignon noir, chapelure (farine de blè, sel), sel, ciboulette, arôme, 5 parfums, poivre.";"GLUTEN => Farine de blé - Protéine et amidon de blé
POISSON => Nuoc mam
ORGE => Vinaigre
SULFITE => Protéine et amidon de blé
";"porc: France";14;;"Ala poele: faites frire 5 mm de chaque coté.
Au four: préchauffez 10 mm thermostat 7.
Réchaufez 15 mm à mi hauteur";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"N PORC 75G TRFE 4X320G";3366760018431;13366760018438;23366760018435;51285;4;;"GLUTEN => Farine de blé - Protéine et amidon de blé
POISSON => Nuoc mam
ORGE => Vinaigre
SULFITE => Protéine et amidon de blé
";"porc: France";14;;"Ala poele: faites frire 5 mm de chaque coté.
Au four: préchauffez 10 mm thermostat 7.
Réchaufez 15 mm à mi hauteur";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"N PORC 75G TRFE 4X320G";3366760018431;13366760018438;23366760018435;51285;4;"eau, sucre, nuoc man (poisson,sel), vinaigre (dont orge), sel.";"GLUTEN => Farine de blé - Protéine et amidon de blé
POISSON => Nuoc mam
ORGE => Vinaigre
SULFITE => Protéine et amidon de blé
";"porc: France";14;;"Ala poele: faites frire 5 mm de chaque coté.
Au four: préchauffez 10 mm thermostat 7.
Réchaufez 15 mm à mi hauteur";0;0;0.0;0.0;0.0;0.0;0.0;0.00
